Text,Language
അതുപോലെ തന്നെ ബെൽഗാം ജില്ലയെച്ചൊല്ലി മഹാരാഷ്ട്രയും കർണ്ണാടകയും തമ്മിൽ ഉള്ള തർക്കം.,Malayalam
"വിവിധ രാഷ്ട്രീയ പ്രശ്നങ്ങളെ കുറിച്ചുള്ള ലേഖനങ്ങൾ, അന്താരാഷ്ട്ര തർക്കങ്ങൾ, അതിർത്തി തർക്കങ്ങൾ, രാഷ്ട്രീയ പാർട്ടികളെക്കുറിച്ചുള്ള ലേഖനങ്ങൾ, എന്നിവയൊക്കെ തർക്ക വിഷയങ്ങൾ ആവാറുണ്ട്.",Malayalam
അനേകം ഉപയോക്താക്കൾ തങ്ങളുടെ കാഴ്ച്ചപ്പാട് അനുസരിച്ച് ലേഖനം മാറ്റി എഴുതുമ്പോൾ പലപ്പൊഴും ഒരാൾ എഴുതിയ കാര്യങ്ങൾ പുതുതായി എഴുതുന്ന ആൾ മായ്ച്ചുകളയാറുമുണ്ട്.,Malayalam
ഇങ്ങനെ വരുമ്പൊൾ വിക്കിപീഡിയയുടെ കാര്യ നിർവ്വാഹകർ ലേഖനത്തിന്റെ നിഷ്പക്ഷത സംരക്ഷിക്കാൻ ശ്രമിക്കുന്നു.,Malayalam
ലേഖനത്തെ തിരുത്തൽ യുദ്ധത്തിൽ നിന്നും സംരക്ഷിക്കേണ്ട ചുമതലയും പലപ്പോഴും ഇവർക്കാണ്.,Malayalam
വിക്കിപീഡിയക്കായി സേവനങ്ങൾ ചെയ്യാൻ സന്നദ്ധരായവരെ പൊതുവേ വിക്കിപീഡിയർ എന്നു വിളിക്കുന്നു.,Malayalam
ഇവരുടെ സമൂഹത്തെ വിക്കിസമൂഹമെന്നും പറയുന്നു.,Malayalam
"വിക്കിപീഡിയ എന്താണെന്ന വ്യക്തമായ അവബോധത്തോടെ സേവനങ്ങൾ ചെയ്യുകയും വിജ്ഞാനതൃഷ്ണയും, അറിവു പങ്ക് വെക്കാനുള്ള മനസ്സും, പരസ്പരബഹുമാനവും ഉള്ള സ്വതന്ത്ര സമൂഹമാണ്
വിക്കിപീഡിയരുടേത്.",Malayalam
വിക്കിപീഡിയയിൽ രജിസ്റ്റർ ചെയ്യുന്നതിലൂടെയാണ് വിക്കിപീഡിയരുടെ എണ്ണം കണക്കാക്കുന്നത്.,Malayalam
"മലയാളത്തില് ഇതുവരെ 1,46,395  ഔദ്യോഗിക വിക്കിപീഡിയരുണ്ട്.",Malayalam
എന്നിരുന്നാലും വിക്കിപീഡിയയിൽ രജിസ്റ്റർ ചെയ്യാത്ത വിക്കിപീഡിയരും കുറവല്ല.,Malayalam
"സാധാരണ മനുഷ്യർക്കിടയിൽ അവരിലൊരാളായി, അവർ ചെയ്യുന്ന പണികളിലേതെങ്കിലും ചെയ്താണ് വിക്കിപീഡിയരുടെ ജീവിതവും മുന്നോട്ടുപോകുന്നത്.",Malayalam
എന്നാൽ ഇന്റർനെറ്റുമായി ബന്ധപ്പെടുത്തിയ കമ്പ്യൂട്ടർ ലഭിച്ചാൽ ഇവർ വിക്കിപീഡിയരായി മാറുന്നു.,Malayalam
"തങ്ങൾ ചെയ്യുന്നതും വിക്കിപീഡിയക്ക് നല്കുന്നതുമായ എന്തും മറ്റു വിക്കിപീഡിയർക്കോ, വിക്കിപീഡിയയുടെ വായനക്കാർക്കോ സ്വതന്ത്രമായി ഉപയോഗിക്കാനുള്ള അനുവാദം വിക്കിപീഡിയർ നല്കിയിരിക്കുന്നു.",Malayalam
പലതുള്ളി പെരുവെള്ളം എന്ന തത്ത്വത്തിലാണ് വിക്കിപീഡിയർ വിശ്വസിക്കുന്നത്.,Malayalam
റാണിയില്ലാത്ത ഉറുമ്പുകൂട്ടത്തെ പോലെയാണിവർ.,Malayalam
"ചിലർ വിക്കിപീഡിയക്കായി ലേഖനങ്ങൾ എഴുതുന്നു, ചിലർ പുതിയതായി സമൂഹത്തിൽ ചേരുന്നവരെ സ്വാഗതം ചെയ്യുന്നു, ചിലർ തെറ്റുകൾ തിരുത്തുന്നു, ചിലർ ചിത്രങ്ങൾ ചേർക്കുന്നു, ചിലർ ലേഖനങ്ങളെ തമ്മിൽ ബന്ധിപ്പിക്കുന്നു.",Malayalam
അങ്ങനെ അങ്ങനെ നാനാവിധ ജോലികൾ വിക്കിപീഡിയർ ചെയ്യുന്നു .,Malayalam
"വിക്കിപീഡിയർക്ക് പോലീസോ, കോടതിയോ, ഒരു കെട്ടുറപ്പുള്ള നിയമസംഹിതയോ ഇല്ല.",Malayalam
തങ്ങളുടെ പ്രവർത്തനങ്ങളിൽ ചിലപ്പോൾ അവർ തമ്മിൽ ആശയസംഘട്ടനങ്ങൾ സൃഷ്ടിക്കാറുണ്ടെങ്കിലും അവർ അത് സമവായത്തിലൂടെ പരിഹരിക്കുന്നു.,Malayalam
വിക്കിപീഡിയയിൽ വിക്കിപീഡിയർക്കായുള്ള താളുകളിൽ ഇവരെ പരിചയപ്പെടാം.,Malayalam
ഇത്തരം താളുകളിൽ ചെറുപെട്ടികളിൽ (user box) ഉപയോഗിച്ച് സ്വന്തം ശൈലി വെളിപ്പെടുത്തുന്നു എന്നത് ഇവരുടെ മറ്റൊരു പ്രത്യേകതയാണ്.,Malayalam
വിക്കിപീഡിയരിൽ ചിലരെ കാര്യനിർവ്വാഹകർ (സിസോപ്പുകൾ) ആയി തിരഞ്ഞെടുക്കുന്നു.,Malayalam
വിക്കിപീഡിയയിൽ ഉണ്ടായേക്കാവുന്ന ചപ്പും ചവറും എടുത്തുമാറ്റുക എന്നതാണ് കാര്യനിർവ്വാഹകരുടെ പ്രധാന ജോലി.,Malayalam
"തങ്ങളുടെ ഇടയിൽ നുഴഞ്ഞുകയറിയിട്ടുണ്ടായേക്കാവുന്ന വിക്കിവിരുദ്ധരെ ഭയന്ന്, സമൂഹത്തിന് നേരിട്ട് തിരുത്താൻ കഴിയാത്ത രീതിയിലേക്ക് നിർദ്ദേശിച്ചിട്ടുള്ള താളുകളിൽ മാറ്റം വരുത്തുവാൻ വിക്കിപീഡിയർ കാര്യനിർവ്വാഹകരെ നിയോഗിച്ചിരിക്കുന്നു.",Malayalam
ഇത്തരം ആൾക്കാരെ കണ്ടെത്തിയാൽ അവരെ തിരുത്തലുകൾ വരുത്തുന്നതിൽ നിന്നു തടയേണ്ട ചുമതലയും കാര്യനിർവ്വാഹർക്കുണ്ട്.,Malayalam
ഒരേ സമയം വിക്കിസമൂഹത്തിന്റെ പടയാളികളും തൂപ്പുകാരുമാണ് കാര്യനിർവ്വാഹകർ.,Malayalam
അതിനുപുറമേ സാധാരണ വിക്കിപീഡിയർ ചെയ്യുന്നതെന്തും ഇവരും ചെയ്യുന്നു.,Malayalam
സാധാരണ വിക്കിപീഡിയരേയും സിസോപ്പുകളേയും അപേക്ഷിച്ച് ജോലിഭാരം കൂടിയ ഉപവിഭാഗമാണ് ബ്യൂറോക്രാറ്റുകൾ.,Malayalam
ഇവരേയും മറ്റു വിക്കിപീഡിയർ തിരഞ്ഞെടുക്കുന്നതാണ്.,Malayalam
"വൃത്തിയാക്കൽ, തങ്ങളുടെ സൃഷ്ടികളേയും മറ്റും സംരക്ഷിക്കുക, എന്നീ ജോലികൾക്കു പുറമേ വിക്കിപീഡിയർ നിയോഗിക്കുന്ന സിസോപ്പുകളേയും മറ്റു ബ്യൂറോക്രാറ്റുകളേയും അത്തരത്തിൽ മാറ്റുക, വിക്കിപീഡിയയുടെ സ്രോതസ്സ് രൂപത്തിൽ എന്തെങ്കിലും മാറ്റം വരുത്തുക എന്നീ കാര്യങ്ങളും ബ്യൂറോക്രാറ്റുകൾ ചെയ്യുന്നു.",Malayalam
ദുരുദ്ദേശ്യത്തോടുകൂടി വിക്കിപീഡിയയിൽ മോശമായ തിരുത്തലുകൾ നടത്തുന്നതിനാണ് വാൻഡലിസം എന്നുപറയുക.,Malayalam
"ആർക്കും വിക്കിപീഡിയയിൽ എഴുതാവുന്നതുകൊണ്ട് നല്ല ലേഖനങ്ങൾ ചില ഉപയോക്താക്കൾ വന്ന് പാടേ മായ്ച്ചുകളയുന്നതും, പരസ്പരബന്ധമില്ലാത്ത കാര്യങ്ങളും തമാശകളും എഴുതിവെക്കുന്നതും, ലേഖനങ്ങളിൽ അശ്ലീല ചിത്രങ്ങൾ ചേർക്കുന്നതും ഒക്കെ വാൻഡലിസത്തിന് ഉദാഹരണമാണ്.",Malayalam
വാൻഡലിസം കാണിക്കുന്ന ഉപയോക്താവിന് അങ്ങനെ ചെയ്യരുത് എന്ന് മറ്റു വിക്കിപീഡിയർ താക്കീതു കൊടുക്കുന്നു.,Malayalam
താക്കീതുകൾ കേൾക്കാതെ വീണ്ടും ദുഷ്:പ്രവൃത്തി തുടരുകയാണെങ്കിൽ ഈ ഉപയോക്താവിനെ ഏതെങ്കിലും അഡ്മിന്മാർ വീണ്ടും തിരുത്തുകൾ നടത്തുന്നതിൽ നിന്നും തടയുന്നു.,Malayalam
പലപ്പോഴും പുതിയ ഉപയോക്താക്കൾ തങ്ങൾക്ക് തിരുത്തലുകൾ വരുത്താൻ പറ്റുമോ എന്ന് പരീക്ഷിച്ചുനോക്കാൻ താളുകളിൽ അർത്ഥമില്ലാത്ത തിരുത്തലുകൾ നടത്തി നോക്കാറുണ്ട്.,Malayalam
